CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,Id
0.02731,0.0,7.07,0.0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6,1
0.02729,0.0,7.07,0.0,0.469,7.185,61.1,4.9671,2,242,17.8,392.83,4.03,34.7,2
0.032369999999999996,0.0,2.18,0.0,0.45799999999999996,6.997999999999999,45.8,6.0622,3,222,18.7,394.63,2.94,33.4,3
0.14455,12.5,7.87,0.0,0.524,6.172000000000001,96.1,5.9505,5,311,15.2,396.9,19.15,27.1,7
0.17004,12.5,7.87,,0.524,6.004,85.9,6.5921,5,311,15.2,386.71,17.1,18.9,9
0.11747,12.5,7.87,0.0,0.524,6.0089999999999995,82.9,6.2267,5,311,15.2,396.9,13.27,18.9,11
0.62976,0.0,8.14,0.0,0.5379999999999999,5.949,61.8,4.7075,4,307,21.0,396.9,8.26,20.4,13
0.6379600000000001,0.0,8.14,,0.5379999999999999,6.096,84.5,4.4619,4,307,21.0,380.02,10.26,18.2,14
1.05393,0.0,8.14,0.0,0.5379999999999999,5.935,29.3,4.4986,4,307,21.0,386.85,6.58,23.1,16
0.7842,0.0,8.14,0.0,0.5379999999999999,5.99,81.7,4.2579,4,307,21.0,386.75,14.67,17.5,17
0.80271,0.0,8.14,0.0,0.5379999999999999,5.456,36.6,3.7965,4,307,21.0,288.99,11.69,20.2,18
0.7258,0.0,8.14,0.0,0.5379999999999999,5.727,69.5,3.7965,4,307,21.0,390.95,11.28,18.2,19
0.8520399999999999,0.0,8.14,0.0,0.5379999999999999,5.965,89.2,4.0123,4,307,21.0,392.53,13.83,19.6,21
1.2324700000000002,0.0,8.14,0.0,0.5379999999999999,6.142,91.7,3.9769,4,307,21.0,396.9,18.72,15.2,22
0.9884299999999999,0.0,8.14,0.0,0.5379999999999999,5.813,100.0,4.0952,4,307,21.0,394.54,19.88,14.5,23
0.75026,0.0,8.14,0.0,0.5379999999999999,5.9239999999999995,94.1,4.3996,4,307,21.0,394.33,16.3,15.6,24
0.84054,0.0,8.14,0.0,0.5379999999999999,5.599,85.7,4.4546,4,307,21.0,303.42,16.51,13.9,25
0.67191,0.0,8.14,0.0,0.5379999999999999,5.813,90.3,4.6819999999999995,4,307,21.0,376.88,14.81,16.6,26
0.9557700000000001,0.0,8.14,0.0,0.5379999999999999,6.047000000000001,88.8,4.4534,4,307,21.0,306.38,17.28,14.8,27
0.77299,0.0,8.14,0.0,0.5379999999999999,6.495,94.4,4.4547,4,307,21.0,387.94,12.8,18.4,28
1.13081,0.0,8.14,0.0,0.5379999999999999,5.712999999999999,94.1,4.2330000000000005,4,307,21.0,360.17,22.6,12.7,30
1.3547200000000001,0.0,8.14,0.0,0.5379999999999999,6.072,100.0,4.175,4,307,21.0,376.73,13.04,14.5,31
1.38799,0.0,8.14,0.0,0.5379999999999999,5.95,82.0,3.99,4,307,21.0,232.6,27.71,13.2,32
1.15172,0.0,8.14,0.0,0.5379999999999999,5.7010000000000005,95.0,3.7872,4,307,21.0,358.77,18.35,13.1,33
1.6128200000000001,0.0,8.14,0.0,0.5379999999999999,6.096,96.9,3.7598,4,307,21.0,248.31,20.34,13.5,34
0.09744,0.0,,0.0,0.499,5.841,61.4,3.3779,5,279,19.2,377.56,11.41,20.0,36
0.08014,0.0,5.96,0.0,0.499,5.85,41.5,3.9342,5,279,19.2,396.9,8.77,21.0,37
0.027630000000000002,75.0,2.95,0.0,0.428,6.595,21.8,5.4011,3,252,18.3,395.63,4.32,30.8,39
0.033589999999999995,75.0,2.95,0.0,0.428,7.024,15.8,5.4011,3,252,18.3,395.62,1.98,34.9,40
0.12744,0.0,6.91,0.0,0.44799999999999995,6.77,2.9,5.7209,3,233,17.9,385.41,4.84,26.6,41
0.1415,0.0,6.91,0.0,0.44799999999999995,6.169,6.6,5.7209,3,233,17.9,383.37,5.81,25.3,42
0.15936,0.0,6.91,,0.44799999999999995,6.211,6.5,5.7209,3,233,17.9,394.46,7.44,24.7,43
0.12269000000000001,0.0,6.91,0.0,0.44799999999999995,6.069,40.0,5.7209,3,233,17.9,389.39,9.55,21.2,44
0.18836,0.0,6.91,0.0,0.44799999999999995,5.7860000000000005,33.3,5.1004,3,233,17.9,396.9,14.15,20.0,46
0.22926999999999997,0.0,,0.0,0.44799999999999995,6.03,85.5,5.6894,3,233,17.9,392.74,18.8,16.6,47
0.25387,0.0,6.91,0.0,0.44799999999999995,5.399,95.3,5.87,3,233,17.9,396.9,30.81,14.4,48
0.08872999999999999,21.0,5.64,0.0,0.439,5.962999999999999,45.7,6.8147,4,243,16.8,395.56,13.45,19.7,50
,21.0,5.64,0.0,0.439,5.997999999999999,21.4,6.8147,4,243,16.8,396.9,8.43,23.4,53
0.01311,90.0,1.22,0.0,0.40299999999999997,7.249,21.9,8.6966,5,226,17.9,395.93,4.81,35.4,55
0.02055,85.0,0.74,0.0,0.41,6.382999999999999,35.7,9.1876,2,313,17.3,396.9,5.77,24.7,56
0.01432,100.0,1.32,0.0,0.41100000000000003,6.816,40.5,8.3248,5,256,15.1,392.9,3.95,31.6,57
0.10328,25.0,5.13,0.0,0.45299999999999996,5.9270000000000005,47.2,6.932,8,284,19.7,396.9,9.22,19.6,59
0.14932,25.0,5.13,0.0,0.45299999999999996,5.7410000000000005,66.2,7.2254,8,284,19.7,395.11,13.15,18.7,60
0.17171,25.0,5.13,0.0,0.45299999999999996,5.966,93.4,6.8185,8,284,19.7,378.08,14.44,16.0,61
0.11027,25.0,5.13,0.0,0.45299999999999996,6.456,67.8,7.2255,8,284,19.7,396.9,6.73,22.2,62
0.1265,25.0,5.13,0.0,0.45299999999999996,6.7620000000000005,43.4,7.9809,8,284,19.7,395.58,9.5,25.0,63
0.01951,17.5,1.38,0.0,0.4161,7.104,59.5,9.2229,3,216,18.6,393.24,8.05,33.0,64
0.03584,80.0,3.37,0.0,0.39799999999999996,6.29,17.8,6.6115,4,337,16.1,396.9,4.67,23.5,65
0.043789999999999996,80.0,3.37,0.0,0.39799999999999996,5.787000000000001,31.1,6.6115,4,337,16.1,396.9,10.24,19.4,66
0.05789,12.5,6.07,0.0,0.409,5.877999999999999,21.4,6.497999999999999,4,345,18.9,396.21,8.1,22.0,67
0.13554000000000002,12.5,6.07,0.0,0.409,5.593999999999999,36.8,6.497999999999999,4,345,18.9,396.9,13.09,17.4,68
0.12816,12.5,6.07,0.0,0.409,5.885,33.0,6.497999999999999,4,345,18.9,396.9,8.79,20.9,69
0.15875999999999998,0.0,10.81,0.0,0.413,5.961,17.5,5.2873,4,305,19.2,376.94,9.88,21.7,71
0.09164,0.0,10.81,0.0,0.413,6.065,7.8,5.2873,4,305,19.2,390.91,5.52,22.8,72
0.19539,0.0,10.81,0.0,0.413,6.245,6.2,5.2873,4,305,19.2,377.17,,23.4,73
0.07896,0.0,12.83,0.0,0.43700000000000006,6.273,,4.2515,5,398,18.7,394.92,6.78,24.1,74
0.09512000000000001,0.0,12.83,0.0,0.43700000000000006,6.2860000000000005,45.0,4.5026,5,398,18.7,383.23,8.94,21.4,75
0.10153,0.0,12.83,0.0,0.43700000000000006,6.279,74.5,4.0522,5,398,18.7,373.66,11.97,20.0,76
0.08707000000000001,0.0,12.83,0.0,0.43700000000000006,6.14,45.8,4.0905,5,398,18.7,386.96,10.27,20.8,77
0.05646,0.0,12.83,0.0,0.43700000000000006,6.232,53.7,5.0141,5,398,18.7,386.4,12.34,21.2,78
0.08387,0.0,12.83,0.0,0.43700000000000006,5.874,36.6,4.5026,5,398,18.7,396.06,,20.3,79
0.04113,25.0,4.86,0.0,0.426,6.727,33.5,5.4007,4,281,19.0,396.9,5.29,28.0,80
0.04462,25.0,4.86,0.0,0.426,6.619,70.4,5.4007,4,281,19.0,395.63,7.22,23.9,81
0.03659,25.0,4.86,0.0,0.426,6.3020000000000005,32.2,5.4007,4,281,19.0,396.9,6.72,24.8,82
0.07151,0.0,4.49,0.0,0.449,6.121,56.8,3.7476,3,247,18.5,395.15,,22.2,87
0.0566,0.0,3.41,0.0,0.489,7.007000000000001,86.3,3.4217,2,270,17.8,396.9,5.5,23.6,88
0.053020000000000005,0.0,3.41,0.0,0.489,7.079,63.1,3.4145,2,270,17.8,396.06,5.7,28.7,89
0.04684,0.0,3.41,0.0,0.489,6.417000000000001,66.1,3.0923,2,270,17.8,392.18,8.81,22.6,90
0.04203,,15.04,0.0,0.46399999999999997,6.442,53.6,3.6659,4,270,18.2,395.01,8.16,22.9,92
0.04294,28.0,15.04,0.0,0.46399999999999997,6.249,77.3,3.615,4,270,18.2,396.9,10.59,20.6,94
0.12204000000000001,0.0,2.89,0.0,0.445,6.625,57.8,3.4952,2,276,18.0,357.98,6.65,28.4,95
0.08187,0.0,2.89,0.0,0.445,7.82,36.9,3.4952,2,276,18.0,393.53,3.57,43.8,98
0.0686,0.0,2.89,0.0,0.445,7.416,62.5,3.4952,2,276,18.0,396.9,6.19,33.2,99
0.22876,0.0,8.56,0.0,0.52,6.405,85.4,2.7147,5,384,20.9,70.8,10.63,18.6,102
0.21161,0.0,8.56,0.0,0.52,6.1370000000000005,,2.7147,5,384,20.9,394.47,13.44,19.3,103
0.13262000000000002,0.0,8.56,0.0,0.52,5.851,96.7,2.1069,5,384,20.9,394.05,16.47,19.5,105
0.1712,0.0,8.56,0.0,0.52,5.836,91.9,2.211,5,384,20.9,395.67,18.66,19.5,106
0.12802,0.0,8.56,0.0,0.52,6.474,97.1,2.4329,5,384,20.9,395.24,12.27,19.8,108
0.10793,0.0,8.56,0.0,0.52,6.195,54.4,2.7778,5,384,20.9,393.49,13.0,21.7,110
0.12329000000000001,0.0,10.01,0.0,0.547,5.912999999999999,92.9,2.3534,6,432,17.8,394.95,16.21,18.8,112
0.22211999999999998,0.0,10.01,0.0,0.547,6.0920000000000005,95.4,2.548,6,432,17.8,396.9,17.09,18.7,113
,0.0,10.01,0.0,0.547,5.928,88.2,2.4631,6,432,17.8,344.91,15.76,18.3,115
0.13158,0.0,10.01,0.0,0.547,6.176,72.5,2.7301,6,432,17.8,393.3,,21.2,116
0.15098,0.0,10.01,0.0,0.547,6.021,82.6,2.7474,6,432,17.8,394.51,10.3,19.2,117
0.13058,,10.01,0.0,0.547,5.872000000000001,73.1,2.4775,6,432,17.8,338.63,15.37,20.4,118
0.14476,0.0,10.01,,0.547,5.731,65.2,2.7592,6,432,17.8,391.5,13.61,19.3,119
0.07165,0.0,25.65,0.0,0.581,6.004,84.1,2.1974,2,188,19.1,377.67,14.27,20.3,121
0.38735,0.0,25.65,0.0,0.581,5.6129999999999995,,1.7572,2,188,19.1,359.29,27.26,15.7,126
0.25915,0.0,21.89,0.0,0.624,5.693,96.0,1.7883,4,437,21.2,392.11,17.19,16.2,127
0.32543,0.0,21.89,0.0,0.624,6.431,98.8,1.8125,4,437,21.2,396.9,15.39,18.0,128
1.19294,0.0,21.89,0.0,0.624,6.3260000000000005,97.7,2.271,4,437,21.2,396.9,12.26,19.6,131
0.59005,0.0,21.89,0.0,0.624,6.372000000000001,97.9,2.3274,4,437,21.2,385.76,11.12,23.0,132
0.32982,,,0.0,0.624,5.822,95.4,2.4699,4,437,21.2,388.69,15.03,18.4,133
0.9761700000000001,0.0,21.89,0.0,0.624,5.757000000000001,98.4,2.346,4,437,21.2,262.76,17.31,15.6,134
0.55778,0.0,21.89,0.0,0.624,6.335,98.2,2.1107,4,437,21.2,394.67,16.96,18.1,135
0.32264,0.0,21.89,0.0,0.624,5.942,93.5,1.9669,4,437,21.2,378.25,16.9,17.4,136
0.35233000000000003,0.0,21.89,0.0,0.624,6.454,98.4,1.8498,4,437,21.2,394.08,14.59,17.1,137
0.2498,0.0,21.89,0.0,0.624,5.857,,1.6686,4,437,21.2,392.04,21.32,13.3,138
0.2909,0.0,21.89,0.0,0.624,6.1739999999999995,93.6,1.6119,4,437,21.2,388.08,24.16,14.0,140
3.32105,0.0,19.58,1.0,0.871,5.403,100.0,1.3216,5,403,14.7,396.9,26.82,13.4,142
4.0974,0.0,19.58,0.0,0.871,5.468,100.0,1.4118,5,403,14.7,396.9,26.42,15.6,143
2.37934,0.0,19.58,0.0,0.871,6.13,100.0,1.4191,5,403,14.7,172.91,27.8,13.8,145
2.15505,,19.58,0.0,0.871,5.627999999999999,100.0,1.5166,5,403,14.7,169.27,16.65,15.6,146
2.36862,0.0,,0.0,0.871,4.926,95.7,1.4608,5,403,14.7,391.71,29.53,14.6,147
2.7339700000000002,0.0,19.58,0.0,0.871,5.597,94.9,1.5257,5,403,14.7,351.85,21.45,15.4,149
1.6566,0.0,19.58,0.0,0.871,6.122000000000001,,1.618,5,403,14.7,372.8,14.1,21.5,150
1.49632,0.0,19.58,0.0,0.871,5.404,100.0,1.5916,5,403,14.7,341.6,13.28,19.6,151
1.12658,0.0,19.58,,0.871,5.012,88.0,1.6102,5,403,14.7,343.28,12.12,15.3,152
2.14918,0.0,19.58,0.0,0.871,5.709,98.5,1.6232,5,403,14.7,261.95,15.79,19.4,153
1.41385,0.0,19.58,1.0,0.871,6.129,96.0,1.7494,5,403,14.7,321.02,15.12,17.0,154
3.5350099999999998,0.0,19.58,1.0,0.871,6.152,,1.7455,5,403,14.7,88.01,15.02,15.6,155
2.4466799999999997,0.0,19.58,0.0,0.871,5.272,94.0,1.7364,5,403,14.7,88.63,16.14,13.1,156
1.22358,,19.58,0.0,0.605,6.943,97.4,1.8773,5,403,14.7,363.43,4.59,41.3,157
1.34284,0.0,19.58,0.0,0.605,6.066,100.0,1.7573,5,403,14.7,353.89,6.43,24.3,158
1.27346,0.0,19.58,1.0,0.605,6.25,92.6,1.7984,5,403,14.7,338.92,5.5,27.0,160
1.46336,0.0,19.58,0.0,0.605,7.489,90.8,1.9709,5,403,14.7,374.43,1.73,50.0,161
1.8337700000000001,0.0,19.58,1.0,0.605,7.8020000000000005,98.2,2.0407,5,403,14.7,389.61,1.92,50.0,162
1.51902,0.0,19.58,1.0,0.605,8.375,,2.162,5,403,14.7,388.45,3.32,50.0,163
2.2423599999999997,0.0,19.58,0.0,0.605,5.854,91.8,2.4219999999999997,5,403,14.7,395.11,11.64,22.7,164
2.924,0.0,19.58,0.0,0.605,6.101,93.0,2.2834,5,403,14.7,240.16,9.81,25.0,165
1.8002799999999999,,19.58,0.0,0.605,5.877000000000001,79.2,2.4259,5,403,14.7,227.61,12.14,23.8,167
2.3004,0.0,19.58,0.0,0.605,6.319,96.1,2.1,5,403,14.7,297.09,11.1,23.8,168
2.4495299999999998,0.0,19.58,0.0,0.605,6.402,95.2,2.2625,5,403,14.7,330.04,11.32,22.3,169
1.2074200000000002,0.0,19.58,0.0,0.605,5.875,94.6,2.4259,5,403,14.7,292.29,14.43,17.4,170
2.3139,0.0,19.58,0.0,0.605,5.88,97.3,2.3887,5,403,14.7,348.13,12.03,19.1,171
0.13914,0.0,4.05,0.0,0.51,5.572,88.5,2.5961,5,296,16.6,396.9,14.69,23.1,172
0.09178,0.0,,0.0,0.51,6.416,,2.6463,5,296,16.6,395.5,9.04,23.6,173
0.08447,0.0,4.05,0.0,0.51,5.859,68.7,2.7019,5,296,16.6,393.23,9.64,22.6,174
0.05425,0.0,,0.0,0.51,6.315,73.4,3.3175,5,296,16.6,395.6,6.29,24.6,177
0.06642,0.0,4.05,0.0,0.51,6.86,74.4,2.9153,5,296,16.6,391.27,6.92,29.9,178
0.06588,0.0,2.46,0.0,0.488,7.765,83.3,2.741,3,193,17.8,395.56,7.56,39.8,180
0.06888,0.0,2.46,0.0,0.488,6.144,62.2,2.5979,3,193,17.8,396.9,9.45,36.2,181
0.09103,0.0,2.46,0.0,0.488,7.155,92.2,2.7006,3,193,17.8,394.12,4.82,37.9,182
,0.0,2.46,0.0,0.488,6.563,95.6,2.847,3,193,17.8,396.9,5.68,32.5,183
0.08308,0.0,2.46,0.0,0.488,5.604,89.8,2.9879,3,193,17.8,391.0,13.98,26.4,184
0.06047,0.0,2.46,0.0,0.488,6.153,68.8,3.2797,3,193,17.8,387.11,13.15,29.6,185
0.07875,45.0,3.44,0.0,0.43700000000000006,6.782,41.1,3.7886,5,398,15.2,393.87,6.68,32.0,187
0.09068,45.0,3.44,0.0,0.43700000000000006,6.9510000000000005,21.5,6.4798,5,398,15.2,377.68,5.1,37.0,190
0.02187,60.0,2.93,0.0,0.401,6.8,,6.2196,1,265,15.6,393.37,5.03,31.1,193
,80.0,1.52,0.0,0.40399999999999997,7.287000000000001,34.1,7.309,2,329,12.6,396.9,4.08,33.3,196
0.04666,80.0,1.52,0.0,0.40399999999999997,7.107,36.6,7.309,2,329,12.6,354.31,8.61,30.3,197
0.03768,80.0,1.52,0.0,0.40399999999999997,7.274,38.3,7.309,2,329,12.6,392.2,6.62,34.6,198
0.0315,95.0,1.47,0.0,0.40299999999999997,6.975,15.3,7.6534,3,402,17.0,396.9,4.56,34.9,199
0.03445,82.5,2.03,0.0,0.415,6.162000000000001,38.4,6.27,2,348,14.7,393.77,7.43,24.1,201
0.021769999999999998,82.5,2.03,0.0,0.415,7.61,15.7,6.27,2,348,14.7,395.38,3.11,42.3,202
0.0351,95.0,2.68,0.0,0.4161,7.853,33.2,5.118,4,224,14.7,392.78,3.81,48.5,203
0.02009,95.0,2.68,0.0,0.4161,8.033999999999999,31.9,5.118,4,224,14.7,390.55,2.88,50.0,204
0.13642,,10.59,0.0,0.489,5.891,22.3,3.9454,4,277,18.6,396.9,10.87,22.6,205
0.22969,0.0,10.59,,0.489,6.3260000000000005,52.5,4.3549,4,277,18.6,394.87,10.97,24.4,206
0.25199,0.0,10.59,0.0,0.489,5.7829999999999995,72.7,4.3549,4,277,18.6,389.43,,22.5,207
0.13587,0.0,10.59,1.0,0.489,6.064,59.1,4.2392,4,277,18.6,381.32,14.66,24.4,208
0.43571000000000004,0.0,10.59,1.0,0.489,5.343999999999999,100.0,3.875,4,277,18.6,396.9,23.09,20.0,209
0.21719000000000002,0.0,10.59,1.0,0.489,5.807,53.8,3.6526,4,277,18.6,390.94,16.03,22.4,212
0.28955,0.0,10.59,0.0,0.489,5.412000000000001,9.8,3.5875,4,277,18.6,348.93,29.55,23.7,214
0.19802,0.0,10.59,0.0,0.489,6.182,,3.9454,4,277,18.6,393.63,9.47,25.0,215
0.0456,0.0,13.89,1.0,0.55,5.888,56.0,3.1121,5,276,16.4,392.8,13.51,23.3,216
0.07013,0.0,13.89,0.0,0.55,6.642,85.1,3.4211,5,276,16.4,392.78,9.69,28.7,217
0.11069000000000001,0.0,13.89,1.0,0.55,5.9510000000000005,93.8,2.8893,5,276,16.4,396.9,17.92,21.5,218
0.35809,0.0,6.2,1.0,0.507,6.9510000000000005,88.5,2.8617,8,307,17.4,391.7,9.71,26.7,220
0.40771,0.0,6.2,1.0,0.507,6.164,91.3,3.048,8,307,17.4,395.24,21.46,21.7,221
0.62356,0.0,6.2,1.0,0.507,6.879,77.7,3.2721,8,307,17.4,390.39,9.93,27.5,222
0.6147,0.0,6.2,0.0,0.507,6.617999999999999,80.8,3.2721,8,307,17.4,396.9,7.6,30.1,223
0.52693,0.0,6.2,0.0,0.504,8.725,83.0,2.8944,8,307,17.4,382.0,4.63,50.0,225
0.38214000000000004,0.0,6.2,0.0,0.504,8.04,86.5,3.2157,8,307,17.4,387.38,,37.6,226
0.41238,0.0,6.2,0.0,0.504,7.162999999999999,79.9,3.2157,8,307,17.4,372.08,6.36,31.6,227
0.537,0.0,6.2,0.0,0.504,5.981,68.1,3.6715,8,307,17.4,378.35,11.65,24.3,230
0.46296000000000004,0.0,6.2,0.0,0.504,7.412000000000001,76.9,3.6715,8,307,17.4,376.14,5.25,31.7,231
0.57529,0.0,6.2,0.0,0.507,8.337,73.3,3.8384,8,307,17.4,385.91,2.47,41.7,232
0.33147,0.0,6.2,0.0,0.507,8.247,,3.6519,8,307,17.4,378.95,3.95,48.3,233
0.33045,0.0,6.2,0.0,0.507,6.086,61.5,3.6519,8,307,17.4,376.75,10.88,24.0,235
,0.0,6.2,1.0,0.507,6.631,76.5,4.148,8,307,17.4,388.45,9.54,25.1,236
0.51183,0.0,6.2,0.0,0.507,7.358,71.6,4.148,8,307,17.4,390.07,4.73,31.5,237
